id	speed 	density	flow
-1	65.000000	0.000000	0.000000
-2	65.000000	0.399150	11.252562
-3	65.000000	0.383998	10.835312
-4	65.000000	0.378773	10.979592
-5	65.000000	0.761850	22.153054
-6	65.000000	0.730863	21.301642
-7	65.000000	0.704434	20.447446
-8	65.000000	0.655725	18.984110
-9	65.000000	0.625996	18.155785
-10	65.000000	0.596980	17.329068
-11	65.000000	0.668977	14.945160
-12	65.000000	0.418702	14.294065
-13	65.000000	0.397617	13.651304
-14	65.000000	0.595578	14.332925
-15	65.000000	0.353758	13.693511
-16	65.000000	0.440853	12.850787
-17	65.000000	0.414000	12.004294
-18	65.000000	0.386082	11.157329
-19	65.000000	0.290693	9.728667
-20	65.000000	0.246600	9.116572
-21	65.000000	0.236148	8.484455
-22	65.000000	0.218496	7.860741
-23	65.000000	0.406395	6.491564
-24	65.000000	0.204798	5.804897
-25	65.000000	0.181141	5.038564
-26	65.000000	0.136849	4.306860
-27	65.000000	0.122215	3.687770
-28	65.000000	0.102231	3.146478
-29	65.000000	0.133730	2.253221
-30	65.000000	0.069130	1.731710
-31	65.000000	0.052265	1.290488
-32	65.000000	0.038265	0.929634
-33	65.000000	0.026221	0.589272
-34	65.000000	0.017600	0.385030
-35	65.000000	0.011247	0.240750
-36	65.000000	0.007038	0.141193
-37	65.000000	0.004219	0.075276
-38	65.000000	0.001871	0.043859
-39	65.000000	0.001160	0.023259
-40	65.000000	0.000599	0.011302
-41	65.000000	0.000282	0.005177
-42	65.000000	0.000126	0.002192
-43	65.000000	0.000054	0.000835
-44	65.000000	0.000019	0.000163
-45	65.000000	0.000003	0.000000
-46	65.000000	0.000000	0.000000
-47	65.000000	0.000000	0.000000
-48	65.000000	0.000000	0.000000
-49	65.000000	0.000000	0.000000
-50	65.000000	0.000000	0.000000
-51	65.000000	0.000000	0.000000
-52	65.000000	0.000000	0.000000
-53	65.000000	0.000000	0.000000
-54	65.000000	0.000000	0.000000
-55	65.000000	0.000000	0.000000
-56	65.000000	0.000000	0.000000
-57	65.000000	0.000000	0.000000
-58	65.000000	0.000000	0.000000
-59	65.000000	0.000000	0.000000
-60	65.000000	0.000000	0.000000
-61	65.000000	0.000000	0.000000
-62	65.000000	0.000000	0.000000
-63	65.000000	0.000000	0.000000
-64	65.000000	0.000000	0.000000
-65	65.000000	0.000000	0.000000
-66	65.000000	0.000000	0.000000
-67	65.000000	0.000000	0.000000
-68	65.000000	0.000000	0.000000
-69	65.000000	0.000000	0.000000
-70	65.000000	0.000000	0.000000
-71	65.000000	0.000000	0.000000
-72	65.000000	0.000000	0.000000
-73	65.000000	0.000000	0.000000
-74	65.000000	0.000000	0.000000
-75	65.000000	0.000000	0.000000
-76	65.000000	0.000000	0.000000
-77	65.000000	0.000000	0.000000
-78	65.000000	0.000000	0.000000
-79	65.000000	0.000000	0.000000
-80	65.000000	0.000000	0.000000
-81	65.000000	0.000000	0.000000
-82	65.000000	0.000000	0.000000
-83	65.000000	0.000000	0.000000
-84	65.000000	0.000000	0.000000
-85	65.000000	0.000000	0.000000
-86	65.000000	0.000000	0.000000
-87	65.000000	0.000000	0.000000
-88	65.000000	0.000000	0.000000
-89	65.000000	0.000000	0.000000
-90	65.000000	0.000000	0.000000
-91	65.000000	0.000000	0.000000
-92	65.000000	0.000000	0.000000
-93	65.000000	0.000000	0.000000
-94	65.000000	0.000000	0.000000
-95	65.000000	0.000000	0.000000
-96	65.000000	0.000000	0.000000
-97	65.000000	0.000000	0.000000
-98	65.000000	0.000000	0.000000
-99	65.000000	0.000000	0.000000
-100	65.000000	0.000000	0.000000
-101	65.000000	0.000000	0.000000
-102	65.000000	0.000000	0.000000
-103	65.000000	0.000000	0.000000
-104	65.000000	0.000000	0.000000
-105	65.000000	0.000000	0.000000
-106	65.000000	0.000000	0.000000
-107	65.000000	0.000000	0.000000
-108	65.000000	0.000000	0.000000
-109	65.000000	0.000000	0.000000
-110	65.000000	0.000000	0.000000
-111	65.000000	0.000000	0.000000
-112	65.000000	0.000000	0.000000
-113	65.000000	0.000000	0.000000
-114	65.000000	0.000000	0.000000
-115	65.000000	0.000000	0.000000
-116	65.000000	0.000000	0.000000
-117	65.000000	0.000000	0.000000
-118	65.000000	0.000000	0.000000
-119	65.000000	0.000000	0.000000
-120	65.000000	0.000000	0.000000
-121	65.000000	0.000000	0.000000
-122	65.000000	0.000000	0.000000
-123	65.000000	0.000000	0.000000
-124	65.000000	0.000000	0.000000
-125	65.000000	0.000000	0.000000
-126	65.000000	0.000000	0.000000
-127	65.000000	0.000000	0.000000
-128	65.000000	0.000000	0.000000
-129	65.000000	0.000000	0.000000
-130	65.000000	0.000000	0.000000
-131	65.000000	0.000000	0.000000
-132	65.000000	0.000000	0.000000
-133	65.000000	0.000000	0.000000
-134	65.000000	0.000000	0.000000
-135	65.000000	0.000000	0.000000
-136	65.000000	0.000000	0.000000
-137	65.000000	0.000000	0.000000
-138	65.000000	0.000000	0.000000
-139	65.000000	0.000000	0.000000
-140	65.000000	0.000000	0.000000
-141	65.000000	0.000000	0.000000
-142	65.000000	0.000000	0.000000
-143	65.000000	0.000000	0.000000
-144	65.000000	0.000000	0.000000
-145	65.000000	0.000000	0.000000
-146	65.000000	0.072283	2.008294
-147	65.000000	0.069577	1.933743
-148	65.000000	0.047116	1.310000
-149	65.000000	0.094766	2.643188
-150	65.000000	0.090911	2.541442
-151	65.000000	0.087678	2.439266
-152	65.000000	0.106409	2.942995
-153	65.000000	0.101552	2.814374
-154	65.000000	0.096919	2.685843
-155	65.000000	0.180302	3.824936
-156	65.000000	0.112753	3.662690
-157	65.000000	0.106680	3.498319
-158	65.000000	0.073802	1.670828
-159	65.000000	0.043931	1.598747
-160	65.000000	0.054633	1.498639
-161	65.000000	0.051289	1.399507
-162	65.000000	0.047824	1.300308
-163	65.000000	0.058400	1.917073
-164	65.000000	0.051888	1.790324
-165	65.000000	0.047829	1.670649
-166	65.000000	0.045327	1.544279
-167	65.000000	0.082369	1.272172
-168	65.000000	0.041349	1.041451
-169	65.000000	0.036499	0.902214
-170	65.000000	0.026895	0.882171
-171	65.000000	0.023947	0.756460
-172	65.000000	0.019700	0.608395
-173	65.000000	0.026147	0.433035
-174	65.000000	0.013477	0.333649
-175	65.000000	0.010188	0.248562
-176	65.000000	0.007452	0.179053
-177	65.000000	0.007227	0.167866
-178	65.000000	0.004855	0.109791
-179	65.000000	0.003106	0.068709
-180	65.000000	0.001960	0.040140
-181	65.000000	0.001165	0.021635
-182	65.000000	0.000517	0.012549
-183	65.000000	0.000310	0.006137
-184	65.000000	0.000161	0.002980
-185	65.000000	0.000076	0.001365
-186	65.000000	0.000034	0.000576
-187	65.000000	0.000013	0.000183
-188	65.000000	0.000005	0.000000
-189	65.000000	0.000001	0.000000
-190	65.000000	0.000000	0.000000
-191	65.000000	0.000000	0.000000
-192	65.000000	0.000000	0.000000
-193	65.000000	0.000000	0.000000
-194	65.000000	0.000000	0.000000
-195	65.000000	0.000000	0.000000
-196	65.000000	0.000000	0.000000
-197	65.000000	0.000000	0.000000
-198	65.000000	0.000000	0.000000
-199	65.000000	0.000000	0.000000
-200	65.000000	0.000000	0.000000
-201	65.000000	0.000000	0.000000
-202	65.000000	0.000000	0.000000
-203	65.000000	0.000000	0.000000
-204	65.000000	0.000000	0.000000
-205	65.000000	0.000000	0.000000
-206	65.000000	0.000000	0.000000
-207	65.000000	0.000000	0.000000
-208	65.000000	0.000000	0.000000
-209	65.000000	0.000000	0.000000
-210	65.000000	0.000000	0.000000
-211	65.000000	0.000000	0.000000
-212	65.000000	0.000000	0.000000
-213	65.000000	0.000000	0.000000
-214	65.000000	0.000000	0.000000
-215	65.000000	0.000000	0.000000
-216	65.000000	0.000000	0.000000
-217	65.000000	0.000000	0.000000
-218	65.000000	0.000000	0.000000
-219	65.000000	0.000000	0.000000
-220	65.000000	0.000000	0.000000
-221	65.000000	0.000000	0.000000
-222	65.000000	0.000000	0.000000
-223	65.000000	0.000000	0.000000
-224	65.000000	0.000000	0.000000
-225	65.000000	0.000000	0.000000
-226	65.000000	0.000000	0.000000
-227	65.000000	0.000000	0.000000
-228	65.000000	0.000000	0.000000
-229	65.000000	0.000000	0.000000
-230	65.000000	0.000000	0.000000
-231	65.000000	0.000000	0.000000
-232	65.000000	0.000000	0.000000
-233	65.000000	0.000000	0.000000
-234	65.000000	0.000000	0.000000
-235	65.000000	0.000000	0.000000
-236	65.000000	0.000000	0.000000
-237	65.000000	0.000000	0.000000
-238	65.000000	0.000000	0.000000
-239	65.000000	0.000000	0.000000
-240	65.000000	0.000000	0.000000
-241	65.000000	0.000000	0.000000
-242	65.000000	0.000000	0.000000
-243	65.000000	0.000000	0.000000
-244	65.000000	0.000000	0.000000
-245	65.000000	0.000000	0.000000
-246	65.000000	0.000000	0.000000
-247	65.000000	0.000000	0.000000
-248	65.000000	0.000000	0.000000
-249	65.000000	0.000000	0.000000
-250	65.000000	0.000000	0.000000
-251	65.000000	0.000000	0.000000
-252	65.000000	0.000000	0.000000
-253	65.000000	0.000000	0.000000
-254	65.000000	0.000000	0.000000
-255	65.000000	0.000000	0.000000
-256	65.000000	0.000000	0.000000
-257	65.000000	0.000000	0.000000
-258	65.000000	0.000000	0.000000
-259	65.000000	0.000000	0.000000
-260	65.000000	0.000000	0.000000
-261	65.000000	0.000000	0.000000
-262	65.000000	0.000000	0.000000
-263	65.000000	0.000000	0.000000
-264	65.000000	0.000000	0.000000
-265	65.000000	0.000000	0.000000
-266	65.000000	0.000000	0.000000
-267	65.000000	0.000000	0.000000
-268	65.000000	0.000000	0.000000
-269	65.000000	0.000000	0.000000
-270	65.000000	0.000000	0.000000
-271	65.000000	0.000000	0.000000
-272	65.000000	0.000000	0.000000
